id,outliers
0,50.210481170828366
1,45.42011449167754
2,45.63375983045046
3,36.014441305607356
4,31.93783008064541
5,44.97232551766896
6,37.53246434553635
7,46.32377558902561
8,48.84799311020356
9,44.133390907490195
10,39.1311997389202
11,46.973315684882145
12,54.310260600972846
13,50.694117242256326
14,39.5456743698667
15,40.182765299058254
16,39.968709403683555
17,32.07271241242056
18,48.59535188609853
19,41.47871692436349
20,38.20878156550185
21,33.00483983100658
22,59.04080656806381
23,26.95922440413105
24,39.29724203736862
25,40.795351098304536
26,27.708359861044332
27,59.182124906482684
28,47.16882150853748
29,31.253430823370103
30,55.93725059074155
31,50.08949806181308
32,40.595676583998156
33,36.05201492138805
34,33.90951287699788
35,62.966656702481956
36,42.42938954690433
37,43.19534556343814
38,49.954770156132376
39,29.965580453416955
40,58.906411455168
41,40.97118492669066
42,48.7227576885073
43,49.490565680450594
44,38.216789923429545
45,38.58560839514785
46,49.92931040126787
47,50.870648281038186
48,36.52800272176016
49,32.28360460387015
50,32.03346590586646
51,39.45987556767595
52,48.448962367597176
53,26.403676281585312
54,30.304372525836207
55,41.16072395641009
56,47.478883868729454
57,42.0306215677946
58,39.9268049458194
59,31.15137138551837
60,43.91905102355575
61,45.65212871012124
62,33.72361960133917
63,51.00930559474885
64,53.962990135743226
65,49.40356363496225
66,34.44166504569418
67,35.697147040779974
68,42.28645589908807
69,33.48975659431321
70,43.719343750014175
71,54.01575280380176
72,33.43818889217332
73,49.83844661854776
74,53.486123085542616
75,27.16292335538799
76,37.30582606473032
77,47.16651467230896
78,39.529477893594866
79,46.87772089185468
80,50.965205227156446
81,28.75935979453599
82,29.168505447646403
83,42.05894358203027
84,51.77750508502265
85,29.132181594358936
86,40.781134571752176
87,49.13522838181242
88,54.42176521546491
89,37.21382570110127
90,48.234993437943956
91,38.570035804207336
92,42.762475255127754
93,42.48134552741301
94,66.54350191708625
95,58.20146910370989
96,46.970753779688785
97,47.41398900295128
98,32.756143306113316
99,26.382240020791944
100,31.791176456698928
101,40.29991597536007
102,40.8684561477733
103,50.67500924469111
104,37.8065774452897
105,27.914688698725538
106,38.10766086804637
107,47.51808312968518
108,44.814849947706506
109,43.430535864989196
110,50.3084753069905
111,30.21722199644038
112,43.92413429199167
113,34.451963965595695
114,50.15265067649001
115,35.04702989145478
116,38.82742255792178
117,36.62405414923308
118,29.219663485483714
119,33.56975476772014
120,45.4272400292637
121,37.43600095532279
122,53.87313884103482
123,51.816446839102674
124,38.081649757845
125,41.534391356133575
126,31.411573705171854
127,47.41411562390992
128,37.114873780698964
129,42.764905958124075
130,47.72114853383256
131,27.633631596009607
132,30.385262843529503
133,48.5274529318922
134,56.84407615913268
135,60.56813953894033
136,56.84881651155547
137,28.532989352961003
138,45.426529236127074
139,34.791703636482254
140,43.54479600156768
141,45.66729740163622
142,33.61236525512116
143,47.19667598770272
144,49.758607222607
145,32.85635355804704
146,31.853637996734243
147,40.75086776896301
148,41.43529953173959
149,28.205738085036113
150,43.86875492731832
151,48.062237279661765
152,30.8129149690311
153,48.44340220946046
154,37.67794669410512
155,31.814999860010445
156,34.67769074638615
157,39.4374056190676
158,28.885782274857732
159,32.30903810284181
160,38.72931811434575
161,45.922989667748155
162,41.63372836959496
163,43.45913741479745
164,37.99057529033913
165,27.54465588028907
166,44.3787655920383
167,39.13641594083832
168,30.716180017285158
169,33.049092853459484
170,45.09791358928318
171,37.27223160208034
172,37.103642046073006
173,43.40723059072712
174,51.85528200177549
175,50.239194863872044
176,47.77333141149501
177,41.55552647579856
178,20.55479753375103
179,50.70146564265036
180,28.133176947288113
181,40.679739690289026
182,32.259857955592906
183,24.87777840639617
184,41.142756220707156
185,34.822752987707716
186,41.44610723348376
187,34.88453488985844
188,45.66534691276275
189,29.70636926050176
190,49.48432232268358
191,31.90185241791582
192,71.23364123615528
193,41.20726289070743
194,38.561226291761585
195,49.41514680579404
196,58.67651001324751
197,30.989541483046708
198,52.44604660921334
199,31.636278941081393
200,46.548799872875875
201,35.62758292717196
202,32.53546430854142
203,64.24289207373417
204,40.36450236976393
205,45.27940556740511
206,33.4122397070485
207,51.105312712420265
208,29.236199697825043
209,54.900722015442824
210,50.30000294640524
211,26.905195980130937
212,54.36513272629531
213,37.119071890809415
214,65.4125022656915
215,38.016083081110324
216,51.90743847197945
217,33.68006580785904
218,41.11091344118864
219,48.51315833777247
220,35.35575311056686
221,41.557233263098865
222,33.94301640154771
223,57.78562677910203
224,44.03577126702416
225,43.28495536510322
226,26.993963480437138
227,24.95917860078939
228,42.36845048586909
229,42.63028947233173
230,42.51862013806434
231,29.493705561674247
232,38.06678377850869
233,44.95019159693547
234,43.807760483457656
235,46.40085609950293
236,38.06696080798227
237,31.849362795216237
238,43.38577379935149
239,30.083754833840967
240,36.51928642600252
241,40.17515314704961
242,43.49198199205908
243,46.39735476673668
244,45.24500530171083
245,46.23724500846327
246,33.69418759838039
247,41.52270531567199
248,38.31799791340061
249,51.90223435717263
250,40.728347150307506
251,43.35218152552264
252,40.69713959693546
253,42.34664807876939
254,41.44563565175473
255,41.932160914240015
256,25.518541063685504
257,41.07096346529319
258,36.58232119548278
259,37.69006850657293
260,46.68718866113214
261,30.13700253226233
262,34.70270621596613
263,36.694196740438976
264,57.71860245815776
265,46.202317144136224
266,32.77142241622626
267,51.01822886637015
268,55.6661953219556
269,29.570031072723406
270,29.18735870435436
271,58.15167178725035
272,29.553467943933374
273,32.14338413700825
274,39.138127667661756
275,40.074051893886626
276,36.938649143305845
277,46.917125629135974
278,64.80113652254427
279,31.645298613650432
280,37.18708753780783
281,31.285188404092224
282,37.84390299211219
