id,outliers
0,4.9532
1,2.35147
2,1.26303
3,1.45557
4,2.54705
5,6.04212
6,0.45175
7,0.13574
8,1.8253
9,3.02296
10,1.00962
11,0.33474
12,4.81479
13,0.08646
14,0.42286
15,0.89677
16,2.90356
17,0.14156
18,0.60363
19,0.84534
20,0.22684
21,1.76006
22,0.88448
23,0.21199
24,2.41057
25,3.37214
26,0.3232
27,0.93265
28,8.75551
29,0.3024
30,1.33785
31,2.55921
32,1.17575
33,1.83803
34,0.94537
35,3.60574
36,4.29006
37,1.10874
38,2.27382
39,0.26757
40,0.72779
41,1.1752
42,1.28385
43,2.57566
44,0.7634
45,3.43788
46,1.861
47,0.32389
48,0.68781
49,0.45059
50,0.29645
51,1.12958
52,0.5433
53,0.60126
54,0.32671
55,0.90042
56,0.08436
57,0.38541
58,6.79092
59,0.67122
60,0.79241
61,3.90988
62,0.71067
63,0.8084
64,2.04741
65,1.1996
66,0.17
67,0.36624
68,0.51704
69,0.66895
70,1.77305
71,0.0677
72,2.24907
73,0.94205
74,2.59668
75,0.57082
76,0.62416
77,4.00015
78,1.08875
79,5.29193
80,0.26515
81,0.29066
82,0.20186
83,5.16647
84,3.53707
85,0.95756
86,0.33978
87,0.51043
88,1.34047
89,2.83314
90,0.80741
91,0.92779
92,3.73171
93,0.35587
94,3.28043
95,1.51422
96,0.43576
97,0.09206
98,0.62923
99,1.13159
100,3.27973
101,0.95011
102,0.50928
103,2.36819
104,0.16283
105,1.94886
106,1.11353
107,1.96242
108,3.39316
109,0.4366
110,0.49208
111,0.16092
112,0.41099
113,0.30469
114,0.24685
115,0.84339
116,1.81449
117,0.99366
118,0.75021
119,0.91238
120,7.61967
121,3.26638
122,0.75337
123,2.89461
124,0.40181
125,2.23288
126,1.06697
127,0.45705
128,0.79142
129,1.51478
130,3.01499
131,1.42165
132,0.15981
133,2.7324
134,4.08561
135,1.60636
136,0.40214
137,0.29427
138,0.35048
139,2.1614
140,0.66651
141,1.42069
142,0.44318
143,0.26057
144,0.24235
145,0.54244
146,0.34883
147,0.70153
148,0.53753
149,0.60268
150,0.08049
151,0.56398
152,0.82968
153,3.47837
154,1.27462
155,2.16743
156,0.88414
157,0.51749
158,0.2669
159,0.6861
160,0.21203
161,0.64346
162,0.81376
163,0.9819
164,1.74515
165,0.28071
166,0.4475
167,1.79755
168,0.19962
169,0.72029
170,1.12319
171,3.04237
172,0.73255
173,3.74083
174,2.2653
175,9.4633
176,0.20294
177,1.37325
178,0.54822
179,0.63037
180,2.50598
181,6.28456
182,0.68033
183,0.91664
184,5.20352
185,1.48277
186,3.79751
187,0.74538
188,3.50785
189,0.2422
190,3.0117
191,0.72615
192,2.62807
193,1.09271
194,5.4767
195,3.84834
196,2.94625
197,0.16426
198,1.58675
199,0.04955
200,4.00012
201,0.38885
202,0.26559
203,4.51525
204,2.37196
205,0.75193
206,0.90334
207,0.30189
208,0.28062
209,1.44978
210,1.20756
211,1.53712
212,1.08636
213,0.7801
214,2.66802
215,1.7936
216,0.96101
217,0.19992
218,0.44408
219,0.05616
220,0.60548
221,0.23982
222,1.59708
223,0.2629
224,0.70068
225,0.40809
226,1.84388
227,0.2173
228,0.30862
229,1.64936
230,0.43681
231,0.49888
232,0.93471
233,2.89982
234,0.86518
235,0.95616
236,2.48619
237,0.24176
238,4.32368
239,0.1384
240,0.10995
241,1.32089
242,0.99488
243,1.09566
