id,outliers
0,2.817196130822035
1,2.752219900985591
2,3.24317359655794
3,2.7562319461870346
4,3.73691727516807
5,2.645624310779186
6,3.033341771038729
7,2.7298295893495306
8,3.1253887338559765
9,3.01119983872078
10,2.8805200503743147
11,3.542052726479461
12,2.760683276750144
13,2.841057428302092
14,2.951703854920713
15,2.6534058092152026
16,2.7353772467693096
17,2.6744802092664473
18,2.6922252828326596
19,2.7620515378302266
20,2.688239759585976
21,3.246378999970664
22,2.791782412439136
23,2.74023414819408
24,2.7026254526667968
25,2.766530538546809
26,2.86012400770487
27,2.765171726361256
28,3.1549439185189816
29,2.7276281654352323
30,3.3608539918098894
31,2.6963230944161984
32,3.522071110881448
33,3.879830102749519
34,2.85557735383309
35,3.338565647011049
36,2.6201869353618057
37,2.8594476198050085
38,3.0851182074885415
39,2.828511992865018
40,3.113885152491081
41,2.9047475046001785
42,3.1991151913449407
43,3.0477848598743362
44,2.6858006083524804
45,2.753751721458568
46,5.2143491787832
47,2.772219356374654
48,2.8824606864844373
49,3.1999566483137523
50,2.721063688508497
51,2.6210359798158818
52,2.7086838346740985
53,2.701891446259002
54,3.5571055208441993
55,2.8805572377775777
56,2.953062337615495
57,2.6815755125484673
58,2.9112067413412994
59,2.9226045504534803
60,2.7938173304614873
61,3.8966725579424346
62,2.755880476664482
63,2.9422011012612392
64,3.020796654338141
65,3.114428126913101
66,2.9311273915454845
67,2.7533521931287424
68,3.208207519015296
69,2.6639928953226133
70,3.3763888397958324
71,2.658507626366129
72,2.7534271023583785
73,2.718281828459045
74,2.851726736485364
75,2.8422553846389147
76,2.7652467163623338
77,2.7824949942395767
78,3.9778038524230093
79,3.6921437589011896
80,2.718041413056846
81,2.687960233346491
82,2.718281828459045
83,2.7427502881227976
84,2.9265341148543116
85,4.303020660212803
86,2.7085986188488707
87,2.705077135676039
88,2.913388748155056
89,2.7734991942042306
90,2.681799468862009
91,2.8247402710466853
92,3.0160873073987133
93,2.657070168302232
94,4.02286923692476
95,3.02996829808495
96,2.942859977595739
97,2.6433012285847517
98,2.6573742603806445
99,2.722777414182854
100,2.9670299249012166
101,2.756490799512953
102,2.6888635361394058
103,2.8081046009817383
104,3.5623783574685337
105,3.0336518261160244
106,5.56484229744703
107,4.797538321733541
108,2.766325582441509
109,2.628995590375373
110,2.6508562771572075
111,2.5876049199326974
112,2.7570508019066438
113,2.8829228307440458
114,2.6763070343343855
115,4.142366880766277
116,2.854153015965935
117,2.8234317955370374
118,2.788307474371115
119,2.8799709352314804
120,2.6845214609816526
121,2.7725828901841556
122,3.176347381030713
123,2.7158583955557605
124,2.8081762075059125
125,3.1324782278252954
126,2.7112383237898587
127,2.9951101007741108
128,2.949475471725276
129,3.3060241891130384
130,3.4129106987359012
131,3.235523975822607
132,2.7618227601978043
133,2.706219202110498
134,2.7312508212849096
135,3.3915167546334644
136,2.744721745688365
137,2.8307051490782538
138,2.673875033713946
139,3.0569305864211325
140,2.6649994011539495
141,2.784337681560905
142,3.02163576842593
143,2.9257800588166694
144,2.650512913652216
145,2.7437004046804736
146,2.8035548811662996
147,2.7056836517452947
148,2.7204093458558436
149,2.7016833804072014
150,3.8396934526934303
151,2.7541199373964185
152,2.6901643107585276
153,3.266626471205689
154,2.926287743696975
155,2.649052160911661
156,2.973098665845464
157,2.7239664128693253
158,3.9652174258826554
159,2.9052239090576086
160,2.73899016820657
161,2.718789302710628
162,3.0435142741138774
163,2.862400600176773
164,2.8597798526085323
165,2.6682538970534693
166,2.625401889946451
167,4.461084541258246
168,2.9731966193469646
169,2.7659739547133784
170,4.068064611752393
171,2.717491475127318
172,2.7715240358169657
173,2.7530003779378736
174,3.044795214933371
175,2.765824325608098
176,2.772770755112028
177,3.2401676810738262
178,4.854790097555994
179,2.7297677320340124
180,2.6614905916476514
181,2.757516653682558
182,2.760381651953126
183,6.238028492167581
184,2.6294317376197576
185,3.9783665297418476
186,2.7551308165820663
187,2.8007650991727546
188,2.7802963341960734
189,2.6118682692504978
190,2.860397638314728
191,2.871226430572598
192,3.2691525915831483
193,2.8826229292474927
194,2.6819117983340712
195,3.2917897991183533
196,3.2943288622046745
197,2.8413860394605996
198,3.2822002695393953
199,2.6781512992150236
200,3.5981121367071376
201,2.792559908982209
202,2.718281828459045
203,3.1112782822553027
204,2.6903415359433316
205,3.055138291331708
206,3.0646106455962485
